chapter,verse,text,prep
6,105,"Demikianlah Kami mengulang-ulangi ayat-ayat Kami supaya (orang-orang yang beriman mendapat petunjuk) dan supaya orang-orang musyrik mengatakan: \""Kamu telah mempelajari ayat-ayat itu (dari Ahli Kitab)\"", dan supaya Kami menjelaskan Al Quran itu kepada orang-orang yang mengetahui.",mengulangulangi ayatayat orangorang iman tunjuk orangorang musyrik ajar ayatayat ahli kitab al quran orangorang
6,107,"Dan kalau Allah menghendaki, niscaya mereka tidak memperkutukan(Nya). Dan Kami tidak menjadikan kamu pemelihara bagi mereka; dan kamu sekali-kali bukanlah pemelihara bagi mereka.",allah niscaya kutu jadi pelihara sekalikali pelihara
6,109,"Mereka bersumpah dengan nama Allah dengan segala kesungguhan, bahwa sungguh jika datang kepada mereka sesuatu mu jizat, pastilah mereka beriman kepada-Nya. Katakanlah: \""Sesungguhnya mukjizat-mukjizat itu hanya berada di sisi Allah\"". Dan apakah yang memberitahukan kepadamu bahwa apabila mukjizat datang mereka tidak akan beriman.",sumpah nama allah sungguh sungguh mu jizat iman sungguh mukjizatmukjizat sisi allah memberitahukan kepada mukjizat iman
6,118,"Maka makanlah binatang-binatang (yang halal) yang disebut nama Allah ketika menyembelihnya, jika kamu beriman kepada ayat-ayat-Nya.",makan binatangbinatang halal nama allah sembelih iman ayatayatnya
6,120,"Dan tinggalkanlah dosa yang nampak dan yang tersembunyi. Sesungguhnya orang yang mengerjakan dosa, kelak akan diberi pembalasan (pada hari kiamat), disebabkan apa yang mereka telah kerjakan.",tinggal dosa nampak sembunyi sungguh orang dosa kelak balas hari kiamat sebab kerja
6,122,"Dan apakah orang yang sudah mati kemudian dia Kami hidupkan dan Kami berikan kepadanya cahaya yang terang, yang dengan cahaya itu dia dapat berjalan di tengah-tengah masyarakat manusia, serupa dengan orang yang keadaannya berada dalam gelap gulita yang sekali-kali tidak dapat keluar dari padanya? Demikianlah Kami jadikan orang yang kafir itu memandang baik apa yang telah mereka kerjakan.",orang mati hidup cahaya terang cahaya jalan tengahtengah masyarakat manusia orang ada gelap gulita sekalikali jadi orang kafir pandang kerja
6,126,Dan inilah jalan Tuhanmu; (jalan) yang lurus. Sesungguhnya Kami telah menjelaskan ayat-ayat (Kami) kepada orang-orang yang mengambil pelajaran.,jalan tuhan jalan lurus sungguh ayatayat orangorang ambil ajar
6,135,"Katakanlah: \""Hai kaumku, berbuatlah sepenuh kemampuanmu, sesungguhnya akupun berbuat (pula). Kelak kamu akan mengetahui, siapakah (di antara kita) yang akan memperoleh hasil yang baik di dunia ini. Sesungguhnya orang-orang yang zalim itu tidak akan mendapatkan keberuntungan.",hai kaum buat sepenuh mampu sungguh aku buat kelak oleh hasil dunia sungguh orangorang zalim untung
6,147,"Maka jika mereka mendustakan kamu, katakanlah: \""Tuhanmu mempunyai rahmat yang luas; dan siksa-Nya tidak dapat ditolak dari kaum yang berdosa\"".",dusta tuhan rahmat luas siksa tolak kaum dosa
6,148,"Orang-orang yang mempersekutukan Tuhan, akan mengatakan: \""Jika Allah menghendaki, niscaya kami dan bapak-bapak kami tidak mempersekutukan-Nya dan tidak (pula) kami mengharamkan barang sesuatu apapun\"". Demikian pulalah orang-orang sebelum mereka telah mendustakan (para rasul) sampai mereka merasakan siksaan Kami. Katakanlah: \""Adakah kamu mempunyai sesuatu pengetahuan sehingga dapat kamu mengemukakannya kepada Kami?\"" Kamu tidak mengikuti kecuali persangkaan belaka, dan kamu tidak lain hanyalah berdusta.",orangorang sekutu tuhan allah niscaya bapakbapak sekutu haram barang apa pula orangorang dusta rasul rasa siksa ada tahu muka ikut kecuali sangka belaka dusta
6,149,"Katakanlah: \""Allah mempunyai hujjah yang jelas lagi kuat; maka jika Dia menghendaki, pasti Dia memberi petunjuk kepada kamu semuanya\"".",allah hujjah kuat tunjuk
6,153,"dan bahwa (yang Kami perintahkan ini) adalah jalan-Ku yang lurus, maka ikutilah dia, dan janganlah kamu mengikuti jalan-jalan (yang lain), karena jalan-jalan itu mencerai beraikan kamu dari jalan-Nya. Yang demikian itu diperintahkan Allah agar kamu bertakwa.",perintah jalan lurus ikut ikut jalanjalan jalanjalan cerai rai jalan perintah allah takwa
6,156,"(Kami turunkan al-Quran itu) agar kamu (tidak) mengatakan: \""Bahwa kitab itu hanya diturunkan kepada dua golongan saja sebelum kami, dan sesungguhnya kami tidak memperhatikan apa yang mereka baca.",turun alquran kitab turun golong sungguh perhati baca
6,157,"Atau agar kamu (tidak) mengatakan: \""Sesungguhnya jikalau kitab ini diturunkan kepada kami, tentulah kami lebih mendapat petunjuk dari mereka\"". Sesungguhnya telah datang kepada kamu keterangan yang nyata dari Tuhanmu, petunjuk dan rahmat. Maka siapakah yang lebih zalim daripada orang yang mendustakan ayat-ayat Allah dan berpaling daripadanya? Kelak Kami akan memberi balasan kepada orang-orang yang berpaling dari ayat-ayat Kami dengan siksa yang buruk, disebabkan mereka selalu berpaling.",sungguh kitab turun tunjuk sungguh terang nyata tuhan tunjuk rahmat zalim orang dusta ayatayat allah paling daripada kelak balas orangorang paling ayatayat siksa buruk sebab paling
6,159,"Sesungguhnya orang-orang yang memecah belah agama-Nya dan mereka menjadi bergolongan, tidak ada sedikitpun tanggung jawabmu kepada mereka. Sesungguhnya urusan mereka hanyalah terserah kepada Allah, kemudian Allah akan memberitahukan kepada mereka apa yang telah mereka perbuat.",sungguh orangorang pecah belah agama golong sedikit tanggung jawab sungguh urus serah allah allah memberitahukan buat
6,164,"Katakanlah: \""Apakah aku akan mencari Tuhan selain Allah, padahal Dia adalah Tuhan bagi segala sesuatu. Dan tidaklah seorang membuat dosa melainkan kemudharatannya kembali kepada dirinya sendiri; dan seorang yang berdosa tidak akan memikul dosa orang lain. Kemudian kepada Tuhanmulah kamu kembali, dan akan diberitakan-Nya kepadamu apa yang kamu perselisihkan\"".",cari tuhan allah tuhan dosa kemudharatannya dosa pikul dosa orang tuhan berita kepada selisih
7,6,"Maka sesungguhnya Kami akan menanyai umat-umat yang telah diutus rasul-rasul kepada mereka dan sesungguhnya Kami akan menanyai (pula) rasul-rasul (Kami),",sungguh umatumat utus rasulrasul sungguh rasulrasul
7,7,"maka sesungguhnya akan Kami kabarkan kepada mereka (apa-apa yang telah mereka perbuat), sedang (Kami) mengetahui (keadaan mereka), dan Kami sekali-kali tidak jauh (dari mereka).",sungguh kabar apaapa buat sekalikali
7,25,"Allah berfirman: \""Di bumi itu kamu hidup dan di bumi itu kamu mati, dan dari bumi itu (pula) kamu akan dibangkitkan.",allah firman bumi hidup bumi mati bumi bangkit
7,37,"Maka siapakah yang lebih zalim daripada orang yang membuat-buat dusta terhadap Allah atau mendustakan ayat-ayat-Nya? Orang-orang itu akan memperoleh bahagian yang telah ditentukan untuknya dalam Kitab (Lauh Mahfuzh); hingga bila datang kepada mereka utusan-utusan Kami (malaikat) untuk mengambil nyawanya, (di waktu itu) utusan Kami bertanya: \""Di mana (berhala-berhala) yang biasa kamu sembah selain Allah?\"" Orang-orang musyrik itu menjawab: \""Berhala-berhala itu semuanya telah lenyap dari kami,\"" dan mereka mengakui terhadap diri mereka bahwa mereka adalah orang-orang yang kafir.",zalim orang membuatbuat dusta allah dusta ayatayatnya orangorang oleh bahagian tentu untuk kitab lauh mahfuzh utusanutusan malaikat ambil nyawa utus berhalaberhala sembah allah orangorang musyrik berhalaberhala lenyap aku orangorang kafir
7,45,"(yaitu) orang-orang yang menghalang-halangi (manusia) dari jalan Allah dan menginginkan agar jalan itu menjadi bengkok, dan mereka kafir kepada kehidupan akhirat\"".",orangorang menghalanghalangi manusia jalan allah jalan bengkok kafir hidup akhirat
7,46,"Dan di antara keduanya (penghuni surga dan neraka) ada batas; dan di atas A´raaf itu ada orang-orang yang mengenal masing-masing dari dua golongan itu dengan tanda-tanda mereka. Dan mereka menyeru penduduk surga: \""Salaamun ´alaikum\"". Mereka belum lagi memasukinya, sedang mereka ingin segera (memasukinya).",huni surga neraka batas a raaf orangorang kenal masingmasing golong tandatanda seru duduk surga salaamun alaikum masuk masuk
7,48,"Dan orang-orang yang di atas A´raaf memanggil beberapa orang (pemuka-pemuka orang kafir) yang mereka mengenalnya dengan tanda-tandanya dengan mengatakan: \""Harta yang kamu kumpulkan dan apa yang selalu kamu sombongkan itu, tidaklah memberi manfaat kepadamu\"".",orangorang a raaf panggil orang pemukapemuka orang kafir kenal tandatandanya harta kumpul sombong manfaat kepada
7,49,"(Orang-orang di atas A´raaf bertanya kepada penghuni neraka): \""Itukah orang-orang yang kamu telah bersumpah bahwa mereka tidak akan mendapat rahmat Allah?\"". (Kepada orang mukmin itu dikatakan): \""Masuklah ke dalam surga, tidak ada kekhawatiran terhadapmu dan tidak (pula) kamu bersedih hati\"".",orangorang a raaf huni neraka orangorang sumpah rahmat allah orang mukmin masuk surga khawatir hadap sedih hati
7,51,"(yaitu) orang-orang yang menjadikan agama mereka sebagai main-main dan senda gurau, dan kehidupan dunia telah menipu mereka\"". Maka pada hari (kiamat) ini, Kami melupakan mereka sebagaimana mereka melupakan pertemuan mereka dengan hari ini, dan (sebagaimana) mereka selalu mengingkari ayat-ayat Kami.",orangorang jadi agama mainmain senda gurau hidup dunia tipu hari kiamat lupa lupa temu hari ingkar ayatayat
7,53,"Tiadalah mereka menunggu-nunggu kecuali (terlaksananya kebenaran) Al Quran itu. Pada hari datangnya kebenaran pemberitaan Al Quran itu, berkatalah orang-orang yang melupakannya sebelum itu: \""Sesungguhnya telah datang rasul-rasul Tuhan kami membawa yang hak, maka adakah bagi kami pemberi syafa´at yang akan memberi syafa´at bagi kami, atau dapatkah kami dikembalikan (ke dunia) sehingga kami dapat beramal yang lain dari yang pernah kami amalkan?\"". Sungguh mereka telah merugikan diri mereka sendiri dan telah lenyaplah dari mereka tuhan-tuhan yang mereka ada-adakan.",tiada menunggununggu kecuali laksana benar al quran hari datang benar berita al quran kata orangorang lupa sungguh rasulrasul tuhan bawa hak ada beri syafa at syafa at dapat kembali dunia amal amal sungguh rugi lenyap tuhantuhan adaadakan
7,60,"Pemuka-pemuka dari kaumnya berkata: \""Sesungguhnya kami memandang kamu berada dalam kesesatan yang nyata\"".",pemukapemuka kaum sungguh pandang sesat nyata
7,68,"Aku menyampaikan amanat-amanat Tuhanku kepadamu dan aku hanyalah pemberi nasehat yang terpercaya bagimu\"".",amanatamanat tuhan kepada beri nasehat percaya bagi
7,71,"Ia berkata: \""Sungguh sudah pasti kamu akan ditimpa azab dan kemarahan dari Tuhanmu\"". Apakah kamu sekalian hendak berbantah dengan aku tentang nama-nama (berhala) yang kamu beserta nenek moyangmu menamakannya, padahal Allah sekali-kali tidak menurunkan hujjah untuk itu? Maka tunggulah (azab itu), sesungguhnya aku juga termasuk orang yamg menunggu bersama kamu\"".",sungguh timpa azab marah tuhan ban namanama berhala serta nenek moyang nama allah sekalikali turun hujjah tunggu azab sungguh orang yamg tunggu
7,72,"Maka kami selamatkan Hud beserta orang-orang yang bersamanya dengan rahmat yang besar dari Kami, dan Kami tumpas orang-orang yang mendustakan ayat-ayat Kami, dan tiadalah mereka orang-orang yang beriman.",selamat hud serta orangorang sama rahmat tumpas orangorang dusta ayatayat tiada orangorang iman
7,80,"Dan (Kami juga telah mengutus) Luth (kepada kaumnya). (Ingatlah) tatkala dia berkata kepada mereka: \""Mengapa kamu mengerjakan perbuatan faahisyah itu, yang belum pernah dikerjakan oleh seorangpun (di dunia ini) sebelummu?\""",utus luth kaum ingat tatkala buat faahisyah orang dunia belum
7,81,"Sesungguhnya kamu mendatangi lelaki untuk melepaskan nafsumu (kepada mereka), bukan kepada wanita, malah kamu ini adalah kaum yang melampaui batas.",sungguh lelaki lepas nafsu wanita kaum lampau batas
7,95,"Kemudian Kami ganti kesusahan itu dengan kesenangan hingga keturunan dan harta mereka bertambah banyak, dan mereka berkata: \""Sesungguhnya nenek moyang kamipun telah merasai penderitaan dan kesenangan\"", maka Kami timpakan siksaan atas mereka dengan sekonyong-konyong sedang mereka tidak menyadarinya.",ganti susah senang turun harta tambah sungguh nenek moyang kami rasai derita senang timpa siksa sekonyongkonyong sadar
7,97,Maka apakah penduduk negeri-negeri itu merasa aman dari kedatangan siksaan Kami kepada mereka di malam hari di waktu mereka sedang tidur?,duduk negerinegeri aman datang siksa malam hari tidur
7,98,Atau apakah penduduk negeri-negeri itu merasa aman dari kedatangan siksaan Kami kepada mereka di waktu matahari sepenggalahan naik ketika mereka sedang bermain?,duduk negerinegeri aman datang siksa matahari galah main
7,99,Maka apakah mereka merasa aman dari azab Allah (yang tidak terduga-duga)? Tiada yang merasa aman dan azab Allah kecuali orang-orang yang merugi.,aman azab allah terdugaduga tiada aman azab allah kecuali orangorang rugi
7,139,Sesungguhnya mereka itu akan dihancurkan kepercayaan yang dianutnya dan akan batal apa yang seIalu mereka kerjakan.,sungguh hancur percaya anut batal seialu kerja
7,140,"Musa menjawab: \""Patutkah aku mencari Tuhan untuk kamu yang selain dari pada Allah, padahal Dialah yang telah melebihkan kamu atas segala umat.",musa patut cari tuhan allah lebih umat
7,147,"Dan orang-orang yang mendustakan ayat-ayat Kami dan mendustakan akan menemui akhirat, sia-sialah perbuatan mereka. Mereka tidak diberi balasan selain dari apa yang telah mereka kerjakan.",orangorang dusta ayatayat dusta temu akhirat siasialah buat balas kerja
7,149,"Dan setelah mereka sangat menyesali perbuatannya dan mengetahui bahwa mereka telah sesat, merekapun berkata: \""Sungguh jika Tuhan kami tidak memberi rahmat kepada kami dan tidak mengampuni kami, pastilah kami menjadi orang-orang yang merugi\"".",sali buat sesat mereka sungguh tuhan rahmat ampun orangorang rugi
7,152,"Sesungguhnya orang-orang yang menjadikan anak lembu (sebagai sembahannya), kelak akan menimpa mereka kemurkaan dari Tuhan mereka dan kehinaan dalam kehidupan di dunia. Demikianlah Kami memberi balasan kepada orang-orang yang membuat-buat kebohongan.",sungguh orangorang jadi anak lembu sembah kelak timpa murka tuhan hina hidup dunia balas orangorang membuatbuat bohong
7,153,"Orang-orang yang mengerjakan kejahatan, kemudian bertaubat sesudah itu dan beriman; sesungguhnya Tuhan kamu sesudah taubat yang disertai dengan iman itu adalah Maha Pengampun lagi Maha Penyayang.",orangorang jahat taubat iman sungguh tuhan taubat serta iman maha kam maha sayang
7,161,"Dan (ingatlah), ketika dikatakan kepada mereka (Bani Israil): \""Diamlah di negeri ini saja (Baitul Maqdis) dan makanlah dari (hasil bumi)nya di mana saja kamu kehendaki\"". Dan katakanlah: \""Bebaskanlah kami dari dosa kami dan masukilah pintu gerbangnya sambil membungkuk, niscaya Kami ampuni kesalahan-kesalahanmu\"". Kelak akan Kami tambah (pahala) kepada orang-orang yang berbuat baik.",ingat bani israil diam negeri baitul maqdis makan hasil bumi hendak bebas dosa masuk pintu gerbang bungkuk niscaya ampun kesalahankesalahanmu kelak pahala orangorang buat
7,164,"Dan (ingatlah) ketika suatu umat di antara mereka berkata: \""Mengapa kamu menasehati kaum yang Allah akan membinasakan mereka atau mengazab mereka dengan azab yang amat keras?\"" Mereka menjawab: \""Agar kami mempunyai alasan (pelepas tanggung jawab) kepada Tuhanmu, dan supaya mereka bertakwa.",ingat umat nasehat kaum allah binasa azab azab keras alas lepas tanggung jawab tuhan takwa
7,174,"Dan demikianlah Kami menjelaskan ayat-ayat itu, agar mereka kembali (kepada kebenaran).",ayatayat benar
7,177,Amat buruklah perumpamaan orang-orang yang mendustakan ayat-ayat Kami dan kepada diri mereka sendirilah mereka berbuat zalim.,buruk umpama orangorang dusta ayatayat sendiri buat zalim
7,181,"Dan di antara orang-orang yang Kami ciptakan ada umat yang memberi petunjuk dengan hak, dan dengan yang hak itu (pula) mereka menjalankan keadilan.",orangorang cipta umat tunjuk hak hak jalan adil
7,182,"Dan orang-orang yang mendustakan ayat-ayat Kami, nanti Kami akan menarik mereka dengan berangaur-angsur (ke arah kebinasaan), dengan cara yang tidak mereka ketahui.",orangorang dusta ayatayat tarik berangaurangsur arah binasa tahu
7,183,Dan Aku memberi tangguh kepada mereka. Sesungguhnya rencana-Ku amat teguh.,tangguh sungguh rencana teguh
7,184,Apakah (mereka lalai) dan tidak memikirkan bahwa teman mereka (Muhammad) tidak berpenyakit gila. Dia (Muhammad itu) tidak lain hanyalah seorang pemberi peringatan lagi pemberi penjelasan.,lalai pikir teman muhammad sakit gila muhammad beri ingat beri jelas
7,186,"Barangsiapa yang Allah sesatkan, maka baginya tak ada orang yang akan memberi petunjuk. Dan Allah membiarkan mereka terombang-ambing dalam kesesatan.",barangsiapa allah sesat bagi orang tunjuk allah biar terombangambing sesat
